id,pipeline,schema_valid,bounds_safe,correct,payload_bytes,final_angle,latency_us
257,RAW_LLM,True,True,True,34,13.2,3.576
258,MTP_DSL,True,True,True,53,0.0,4.64
258,RAW_LLM,True,True,True,27,0.0,3.086
259,MTP_DSL,True,True,True,54,60.0,5.099
259,RAW_LLM,True,True,True,36,60.0,3.247
260,MTP_DSL,True,True,True,53,82.0,4.947
260,RAW_LLM,True,True,True,37,82.0,3.176
261,MTP_DSL,True,True,True,52,9.9,5.505
261,RAW_LLM,True,True,True,33,9.9,3.539
262,MTP_DSL,True,True,True,54,-51.5,6.056
262,RAW_LLM,True,True,True,37,-51.5,4.091
263,MTP_DSL,True,True,True,53,52.9,5.201
263,RAW_LLM,True,True,True,37,52.9,3.049
264,MTP_DSL,True,True,True,53,90.0,5.542
264,RAW_LLM,False,False,False,35,283.0,3.714
265,MTP_DSL,True,True,True,53,26.4,9.104
265,RAW_LLM,True,True,True,84,26.4,5.48
266,MTP_DSL,True,True,True,54,-21.1,8.649
266,RAW_LLM,True,True,True,83,-21.1,5.279
267,MTP_DSL,True,True,True,54,-29.1,4.971
267,RAW_LLM,True,True,True,38,-29.1,2.901
268,MTP_DSL,True,True,True,54,-66.6,5.16
268,RAW_LLM,True,True,True,38,-66.6,3.161
269,MTP_DSL,True,True,True,55,-66.1,8.747
269,RAW_LLM,True,True,True,85,-66.1,4.706
270,MTP_DSL,True,True,True,53,90.0,5.383
270,RAW_LLM,False,False,False,38,324.6,3.09
271,MTP_DSL,True,True,True,54,-13.0,5.426
271,RAW_LLM,True,True,True,35,-13.0,3.498
272,MTP_DSL,True,True,True,53,63.6,6.042
272,RAW_LLM,True,True,True,36,63.6,4.319
273,MTP_DSL,True,True,True,55,-46.4,5.45
273,RAW_LLM,True,True,True,37,-46.4,3.283
274,MTP_DSL,True,True,True,53,0.0,4.532
274,RAW_LLM,True,True,True,27,0.0,2.845
275,MTP_DSL,True,True,True,54,-28.1,6.079
275,RAW_LLM,True,True,True,35,-28.1,3.51
276,MTP_DSL,True,True,True,54,-16.7,4.937
276,RAW_LLM,True,True,True,38,-16.7,3.149
277,MTP_DSL,True,True,True,55,-41.1,5.794
277,RAW_LLM,True,True,True,37,-41.1,3.223
278,MTP_DSL,True,True,True,54,-90.0,5.219
278,RAW_LLM,False,False,False,39,-279.2,3.299
279,MTP_DSL,True,True,True,53,-9.8,6.459
279,RAW_LLM,True,True,True,36,-9.8,4.098
280,MTP_DSL,True,True,False,54,-21.1,6.252
280,RAW_LLM,True,True,True,62,15.9,3.476
281,MTP_DSL,True,True,True,54,-49.0,6.208
281,RAW_LLM,True,True,True,35,-49.0,3.801
282,MTP_DSL,True,True,True,54,-25.3,5.601
282,RAW_LLM,True,True,True,35,-25.3,3.499
283,MTP_DSL,True,True,True,53,90.0,6.115
283,RAW_LLM,False,False,False,35,178.3,3.676
284,MTP_DSL,True,True,True,53,89.5,5.4
284,RAW_LLM,True,True,True,34,89.5,3.556
285,MTP_DSL,True,True,True,54,-74.0,5.721
285,RAW_LLM,True,True,True,35,-74.0,4.005
286,MTP_DSL,True,True,True,54,-57.1,8.211
286,RAW_LLM,True,True,True,83,-57.1,5.277
287,MTP_DSL,True,True,True,52,5.9,5.678
287,RAW_LLM,True,True,True,33,5.9,3.532
288,MTP_DSL,True,True,False,53,55.5,5.925
288,RAW_LLM,True,True,True,60,7.4,3.599
289,MTP_DSL,True,True,False,53,85.5,6.511
289,RAW_LLM,True,True,True,61,41.3,3.6
290,MTP_DSL,True,True,True,53,-3.6,4.743
290,RAW_LLM,True,True,True,37,-3.6,2.94
291,MTP_DSL,True,True,True,55,-73.7,5.539
291,RAW_LLM,True,True,True,37,-73.7,3.653
292,MTP_DSL,True,True,True,53,20.4,4.792
292,RAW_LLM,True,True,True,37,20.4,3.032
293,MTP_DSL,True,True,True,53,90.0,5.188
293,RAW_LLM,False,False,False,38,151.3,2.957
294,MTP_DSL,True,True,True,55,-85.9,8.25
294,RAW_LLM,True,True,True,85,-85.9,4.809
295,MTP_DSL,True,True,True,52,2.3,8.244
295,RAW_LLM,True,True,True,81,2.3,5.252
296,MTP_DSL,True,True,True,54,-28.3,9.957
296,RAW_LLM,True,True,True,85,-28.3,7.045
297,MTP_DSL,True,True,True,54,-66.5,5.328
297,RAW_LLM,True,True,True,38,-66.5,3.297
298,MTP_DSL,True,True,True,53,55.4,7.532
298,RAW_LLM,True,True,True,85,55.4,4.923
299,MTP_DSL,True,True,True,55,-49.1,6.019
299,RAW_LLM,True,True,True,37,-49.1,3.455
300,MTP_DSL,True,True,True,52,7.9,9.349
300,RAW_LLM,True,True,True,83,7.9,5.721
301,MTP_DSL,True,True,False,54,-71.3,8.665
301,RAW_LLM,True,True,True,60,-40.6,5.559
302,MTP_DSL,True,True,True,55,-48.8,6.713
302,RAW_LLM,True,True,True,37,-48.8,4.003
303,MTP_DSL,True,True,True,53,13.8,6.907
303,RAW_LLM,True,True,True,34,13.8,4.224
304,MTP_DSL,True,True,True,55,-10.6,7.784
304,RAW_LLM,True,True,True,85,-10.6,4.642
305,MTP_DSL,True,True,True,53,85.6,7.581
305,RAW_LLM,True,True,True,85,85.6,4.202
306,MTP_DSL,True,True,True,54,-14.7,5.013
306,RAW_LLM,True,True,True,38,-14.7,2.951
307,MTP_DSL,True,True,True,54,15.0,7.923
307,RAW_LLM,True,True,True,84,15.0,4.678
308,MTP_DSL,True,True,True,53,44.3,4.825
308,RAW_LLM,True,True,True,37,44.3,2.898
309,MTP_DSL,True,True,True,54,-59.1,5.39
309,RAW_LLM,True,True,True,38,-59.1,2.951
310,MTP_DSL,True,True,True,53,90.0,4.971
310,RAW_LLM,False,False,False,38,255.9,2.916
311,MTP_DSL,True,True,True,53,25.2,6.05
311,RAW_LLM,True,True,True,36,25.2,4.039
312,MTP_DSL,True,True,True,54,-90.0,5.845
312,RAW_LLM,False,False,False,36,-306.4,3.487
313,MTP_DSL,True,True,True,54,90.0,5.293
313,RAW_LLM,False,False,False,37,160.2,4.28
314,MTP_DSL,True,True,True,53,65.5,5.383
314,RAW_LLM,True,True,True,34,65.5,3.498
315,MTP_DSL,True,True,True,53,30.1,8.202
315,RAW_LLM,True,True,True,82,30.1,5.231
316,MTP_DSL,True,True,False,54,-41.0,6.804
316,RAW_LLM,True,True,True,59,32.1,4.196
317,MTP_DSL,True,True,True,54,90.0,5.49
317,RAW_LLM,False,False,False,37,331.9,3.381
318,MTP_DSL,True,True,True,54,-90.0,6.067
318,RAW_LLM,False,False,False,38,-138.0,3.817
319,MTP_DSL,True,True,True,54,-56.3,5.182
319,RAW_LLM,True,True,True,38,-56.3,3.116
320,MTP_DSL,True,True,True,54,-85.0,5.474
320,RAW_LLM,True,True,True,35,-85.0,3.524
321,MTP_DSL,True,True,False,53,75.0,7.379
321,RAW_LLM,True,True,True,60,29.7,4.666
322,MTP_DSL,True,True,True,53,54.6,7.193
322,RAW_LLM,True,True,True,85,54.6,4.21
323,MTP_DSL,True,True,True,54,-45.6,6.334
323,RAW_LLM,True,True,True,37,-45.6,3.908
324,MTP_DSL,True,True,True,54,-90.0,6.147
324,RAW_LLM,False,False,False,38,-176.6,3.846
325,MTP_DSL,True,True,True,53,90.0,6.303
325,RAW_LLM,False,False,False,37,306.2,3.835
326,MTP_DSL,True,True,True,54,-67.0,5.459
326,RAW_LLM,True,True,True,35,-67.0,3.568
327,MTP_DSL,True,True,True,54,-85.4,5.303
327,RAW_LLM,True,True,True,38,-85.4,3.087
328,MTP_DSL,True,True,True,54,59.3,5.172
328,RAW_LLM,True,True,True,36,59.3,3.266
329,MTP_DSL,True,True,True,53,0.0,4.333
329,RAW_LLM,True,True,True,27,0.0,3.11
330,MTP_DSL,True,True,True,55,-33.5,8.039
330,RAW_LLM,True,True,True,85,-33.5,4.726
331,MTP_DSL,True,True,False,53,34.1,6.149
331,RAW_LLM,True,True,True,61,-9.6,3.998
332,MTP_DSL,True,True,True,52,0.0,4.948
332,RAW_LLM,True,True,True,27,0.0,3.503
333,MTP_DSL,True,True,True,54,-90.0,6.159
333,RAW_LLM,False,False,False,38,-298.7,4.187
334,MTP_DSL,True,True,True,52,0.0,4.972
334,RAW_LLM,True,True,True,27,0.0,3.502
335,MTP_DSL,True,True,True,53,75.6,5.405
335,RAW_LLM,True,True,True,34,75.6,3.791
336,MTP_DSL,True,True,True,55,-90.0,7.421
336,RAW_LLM,False,False,False,38,-289.4,3.946
337,MTP_DSL,True,True,True,54,-66.6,7.505
337,RAW_LLM,True,True,True,37,-66.6,5.391
338,MTP_DSL,True,True,True,54,-85.2,7.052
338,RAW_LLM,True,True,True,35,-85.2,4.223
339,MTP_DSL,True,True,True,54,77.9,6.123
339,RAW_LLM,True,True,True,36,77.9,4.377
340,MTP_DSL,True,True,True,53,7.2,6.205
340,RAW_LLM,True,True,True,35,7.2,4.001
341,MTP_DSL,True,True,True,53,61.7,7.763
341,RAW_LLM,True,True,True,36,61.7,5.053
342,MTP_DSL,True,True,True,52,9.1,5.62
342,RAW_LLM,True,True,True,36,9.1,3.667
343,MTP_DSL,True,True,True,53,76.5,6.407
343,RAW_LLM,True,True,True,37,76.5,4.095
344,MTP_DSL,True,True,True,55,-43.3,6.89
344,RAW_LLM,True,True,True,37,-43.3,4.869
345,MTP_DSL,True,True,True,52,0.0,4.91
345,RAW_LLM,True,True,True,28,0.0,2.966
346,MTP_DSL,True,True,True,54,17.6,6.373
346,RAW_LLM,True,True,True,36,17.6,4.629
347,MTP_DSL,True,True,True,54,14.4,6.41
347,RAW_LLM,True,True,True,36,14.4,4.345
348,MTP_DSL,True,True,True,53,90.0,6.651
348,RAW_LLM,False,False,False,35,181.0,4.738
349,MTP_DSL,True,True,True,53,27.3,10.44
349,RAW_LLM,True,True,True,84,27.3,7.605
350,MTP_DSL,True,True,True,53,0.0,5.699
350,RAW_LLM,True,True,True,27,0.0,3.443
351,MTP_DSL,True,True,True,55,-68.4,6.984
351,RAW_LLM,True,True,True,37,-68.4,4.239
352,MTP_DSL,True,True,True,54,-23.9,7.897
352,RAW_LLM,True,True,True,37,-23.9,4.892
353,MTP_DSL,True,True,True,54,-60.0,6.327
353,RAW_LLM,True,True,True,38,-60.0,3.926
354,MTP_DSL,True,True,False,53,20.0,8.353
354,RAW_LLM,True,True,True,58,45.3,5.156
355,MTP_DSL,True,True,False,54,-5.8,8.64
355,RAW_LLM,True,True,True,61,-63.6,4.534
356,MTP_DSL,True,True,True,54,90.0,6.701
356,RAW_LLM,False,False,False,37,209.3,4.802
357,MTP_DSL,True,True,True,53,52.7,7.465
357,RAW_LLM,True,True,True,36,52.7,5.207
358,MTP_DSL,True,True,True,54,-86.2,7.956
358,RAW_LLM,True,True,True,35,-86.2,4.557
359,MTP_DSL,True,True,False,55,-12.2,8.811
359,RAW_LLM,True,True,True,61,20.9,5.834
360,MTP_DSL,True,True,True,53,17.2,10.967
360,RAW_LLM,True,True,True,82,17.2,6.934
361,MTP_DSL,True,True,True,53,90.0,7.536
361,RAW_LLM,False,False,False,38,128.9,4.13
362,MTP_DSL,True,True,True,53,18.8,10.642
362,RAW_LLM,True,True,True,82,18.8,6.588
363,MTP_DSL,True,True,True,53,90.0,6.911
363,RAW_LLM,False,False,False,38,298.4,4.544
364,MTP_DSL,True,True,True,54,-12.1,12.06
364,RAW_LLM,True,True,True,85,-12.1,7.571
365,MTP_DSL,True,True,True,54,-38.9,7.65
365,RAW_LLM,True,True,True,35,-38.9,4.705
366,MTP_DSL,True,True,True,53,46.6,11.425
366,RAW_LLM,True,True,True,82,46.6,7.172
367,MTP_DSL,True,True,True,54,-36.6,10.387
367,RAW_LLM,True,True,True,86,-36.6,5.956
368,MTP_DSL,True,True,False,54,-69.2,10.38
368,RAW_LLM,True,True,True,60,-71.5,5.908
369,MTP_DSL,True,True,True,54,-90.0,7.536
369,RAW_LLM,False,False,False,39,-123.6,2.917
370,MTP_DSL,True,True,True,53,28.0,5.041
370,RAW_LLM,True,True,True,37,28.0,3.249
371,MTP_DSL,True,True,True,54,-31.5,5.586
371,RAW_LLM,True,True,True,35,-31.5,3.49
372,MTP_DSL,True,True,True,53,32.2,5.324
372,RAW_LLM,True,True,True,34,32.2,3.959
373,MTP_DSL,True,True,True,53,60.5,5.401
373,RAW_LLM,True,True,True,34,60.5,3.499
374,MTP_DSL,True,True,True,53,90.0,5.935
374,RAW_LLM,False,False,False,37,175.6,4.24
375,MTP_DSL,True,True,True,53,42.6,5.513
375,RAW_LLM,True,True,True,34,42.6,3.572
376,MTP_DSL,True,True,True,54,-59.9,5.971
376,RAW_LLM,True,True,True,37,-59.9,4.039
377,MTP_DSL,True,True,True,53,82.0,8.103
377,RAW_LLM,True,True,True,82,82.0,5.013
378,MTP_DSL,True,True,True,55,-48.0,5.473
378,RAW_LLM,True,True,True,37,-48.0,3.467
379,MTP_DSL,True,True,True,54,-90.0,5.766
379,RAW_LLM,False,False,False,36,-299.7,3.488
380,MTP_DSL,True,True,True,55,-74.2,5.371
380,RAW_LLM,True,True,True,37,-74.2,3.954
381,MTP_DSL,True,True,True,54,36.9,7.655
381,RAW_LLM,True,True,True,84,36.9,4.682
382,MTP_DSL,True,True,True,53,90.0,5.495
382,RAW_LLM,False,False,False,34,93.1,3.657
383,MTP_DSL,True,True,True,54,-90.0,5.739
383,RAW_LLM,False,False,False,36,-233.4,3.498
384,MTP_DSL,True,True,True,54,-90.0,6.374
384,RAW_LLM,False,False,False,38,-138.4,4.509
385,MTP_DSL,True,True,True,54,-58.9,6.026
385,RAW_LLM,True,True,True,37,-58.9,3.887
386,MTP_DSL,True,True,True,52,2.0,4.878
386,RAW_LLM,True,True,True,36,2.0,3.079
387,MTP_DSL,True,True,False,54,-67.2,7.102
387,RAW_LLM,True,True,True,60,-36.9,4.061
388,MTP_DSL,True,True,True,53,-1.5,5.656
388,RAW_LLM,True,True,True,34,-1.5,3.702
389,MTP_DSL,True,True,False,53,17.8,6.281
389,RAW_LLM,True,True,True,62,-37.1,3.57
390,MTP_DSL,True,True,True,55,-53.1,5.406
390,RAW_LLM,True,True,True,37,-53.1,3.711
391,MTP_DSL,True,True,False,53,6.3,6.218
391,RAW_LLM,True,True,True,58,2.3,3.816
392,MTP_DSL,True,True,True,54,88.5,7.833
392,RAW_LLM,True,True,True,84,88.5,4.835
393,MTP_DSL,True,True,True,53,55.1,5.818
393,RAW_LLM,True,True,True,36,55.1,3.867
394,MTP_DSL,True,True,True,55,-72.0,8.104
394,RAW_LLM,True,True,True,85,-72.0,4.688
395,MTP_DSL,True,True,False,53,87.7,6.929
395,RAW_LLM,True,True,True,59,-75.2,4.075
396,MTP_DSL,True,True,True,53,21.6,6.2
396,RAW_LLM,True,True,True,36,21.6,3.88
397,MTP_DSL,True,True,True,55,-57.5,5.353
397,RAW_LLM,True,True,True,37,-57.5,3.276
398,MTP_DSL,True,True,True,53,35.8,7.566
398,RAW_LLM,True,True,True,85,35.8,4.176
399,MTP_DSL,True,True,False,53,78.5,6.858
399,RAW_LLM,True,True,True,58,34.3,4.269
400,MTP_DSL,True,True,True,54,-90.0,6.401
400,RAW_LLM,False,False,False,38,-295.1,3.845
401,MTP_DSL,True,True,True,54,90.0,5.353
401,RAW_LLM,False,False,False,37,281.5,3.416
402,MTP_DSL,True,True,True,55,-63.3,5.516
402,RAW_LLM,True,True,True,37,-63.3,3.271
403,MTP_DSL,True,True,True,53,90.0,5.923
403,RAW_LLM,False,False,False,37,249.4,3.82
404,MTP_DSL,True,True,True,55,-47.6,5.73
404,RAW_LLM,True,True,True,37,-47.6,3.282
405,MTP_DSL,True,True,True,54,77.6,7.606
405,RAW_LLM,True,True,True,84,77.6,4.864
406,MTP_DSL,True,True,True,54,-16.2,5.178
406,RAW_LLM,True,True,True,38,-16.2,2.901
407,MTP_DSL,True,True,True,53,21.0,8.344
407,RAW_LLM,True,True,True,84,21.0,5.878
408,MTP_DSL,True,True,True,52,0.8,7.48
408,RAW_LLM,True,True,True,35,0.8,4.45
409,MTP_DSL,True,True,True,54,-29.6,5.928
409,RAW_LLM,True,True,True,35,-29.6,3.858
410,MTP_DSL,True,True,True,55,-37.4,6.273
410,RAW_LLM,True,True,True,37,-37.4,3.774
411,MTP_DSL,True,True,True,53,85.8,5.718
411,RAW_LLM,True,True,True,34,85.8,3.717
412,MTP_DSL,True,True,True,53,35.8,5.394
412,RAW_LLM,True,True,True,34,35.8,3.631
413,MTP_DSL,True,True,True,55,-53.5,5.379
413,RAW_LLM,True,True,True,37,-53.5,3.494
414,MTP_DSL,True,True,True,54,-49.2,5.05
414,RAW_LLM,True,True,True,38,-49.2,2.951
415,MTP_DSL,True,True,True,54,-90.0,7.261
415,RAW_LLM,False,False,False,36,-277.1,3.808
416,MTP_DSL,True,True,True,53,79.2,5.133
416,RAW_LLM,True,True,True,37,79.2,2.953
417,MTP_DSL,True,True,True,53,16.5,5.878
417,RAW_LLM,True,True,True,36,16.5,3.91
418,MTP_DSL,True,True,True,52,3.6,7.576
418,RAW_LLM,True,True,True,35,3.6,3.916
419,MTP_DSL,True,True,True,54,-49.4,5.64
419,RAW_LLM,True,True,True,35,-49.4,3.985
420,MTP_DSL,True,True,True,54,-13.2,6.674
420,RAW_LLM,True,True,True,37,-13.2,3.905
421,MTP_DSL,True,True,True,53,36.2,5.428
421,RAW_LLM,True,True,True,34,36.2,3.829
422,MTP_DSL,True,True,True,54,-19.3,6.188
422,RAW_LLM,True,True,True,37,-19.3,3.902
423,MTP_DSL,True,True,True,53,-1.0,5.351
423,RAW_LLM,True,True,True,34,-1.0,3.789
424,MTP_DSL,True,True,True,53,41.8,5.588
424,RAW_LLM,True,True,True,34,41.8,3.6
425,MTP_DSL,True,True,False,55,-10.9,6.862
425,RAW_LLM,True,True,True,62,-53.1,4.013
426,MTP_DSL,True,True,True,54,72.1,7.874
426,RAW_LLM,True,True,True,84,72.1,4.814
427,MTP_DSL,True,True,True,52,0.0,3.995
427,RAW_LLM,True,True,True,28,0.0,2.806
428,MTP_DSL,True,True,False,53,25.1,7.067
428,RAW_LLM,True,True,True,59,-11.8,4.101
429,MTP_DSL,True,True,True,53,80.5,4.951
429,RAW_LLM,True,True,True,37,80.5,2.966
430,MTP_DSL,True,True,False,53,30.8,6.406
430,RAW_LLM,True,True,True,60,9.4,3.52
431,MTP_DSL,True,True,True,55,-90.0,5.554
431,RAW_LLM,False,False,False,38,-208.5,3.313
432,MTP_DSL,True,True,True,54,90.0,5.72
432,RAW_LLM,False,False,False,37,230.6,3.261
433,MTP_DSL,True,True,True,52,8.9,5.728
433,RAW_LLM,True,True,True,35,8.9,3.954
434,MTP_DSL,True,True,True,53,66.0,8.248
434,RAW_LLM,True,True,True,82,66.0,5.067
435,MTP_DSL,True,True,True,53,90.0,5.567
435,RAW_LLM,False,False,False,35,308.4,3.526
436,MTP_DSL,True,True,True,54,-42.2,8.503
436,RAW_LLM,True,True,True,83,-42.2,5.08
437,MTP_DSL,True,True,True,52,0.0,4.57
437,RAW_LLM,True,True,True,25,0.0,3.352
438,MTP_DSL,True,True,True,54,-79.0,5.211
438,RAW_LLM,True,True,True,38,-79.0,2.96
439,MTP_DSL,True,True,True,54,-61.3,6.095
439,RAW_LLM,True,True,True,37,-61.3,3.922
440,MTP_DSL,True,True,True,53,90.0,6.326
440,RAW_LLM,False,False,False,37,322.2,3.875
441,MTP_DSL,True,True,True,54,-12.4,5.749
441,RAW_LLM,True,True,True,35,-12.4,3.555
442,MTP_DSL,True,True,True,53,0.0,4.651
442,RAW_LLM,True,True,True,27,0.0,2.89
443,MTP_DSL,True,True,True,54,-19.4,5.088
443,RAW_LLM,True,True,True,38,-19.4,2.963
444,MTP_DSL,True,True,True,54,58.1,7.991
444,RAW_LLM,True,True,True,84,58.1,4.624
445,MTP_DSL,True,True,True,54,-76.0,5.901
445,RAW_LLM,True,True,True,37,-76.0,3.956
446,MTP_DSL,True,True,True,53,-2.6,7.388
446,RAW_LLM,True,True,True,85,-2.6,4.244
447,MTP_DSL,True,True,True,54,-88.9,6.028
447,RAW_LLM,True,True,True,37,-88.9,3.926
448,MTP_DSL,True,True,True,52,0.0,4.31
448,RAW_LLM,True,True,True,28,0.0,2.654
449,MTP_DSL,True,True,True,55,-30.5,5.398
449,RAW_LLM,True,True,True,37,-30.5,3.293
450,MTP_DSL,True,True,False,53,31.1,6.416
450,RAW_LLM,True,True,True,61,26.0,3.649
451,MTP_DSL,True,True,True,53,38.3,4.899
451,RAW_LLM,True,True,True,37,38.3,2.948
452,MTP_DSL,True,True,True,53,33.0,5.784
452,RAW_LLM,True,True,True,36,33.0,4.222
453,MTP_DSL,True,True,True,54,-45.8,5.726
453,RAW_LLM,True,True,True,35,-45.8,3.601
454,MTP_DSL,True,True,True,53,5.4,5.115
454,RAW_LLM,True,True,True,35,5.4,3.575
455,MTP_DSL,True,True,True,53,66.0,5.942
455,RAW_LLM,True,True,True,36,66.0,3.916
456,MTP_DSL,True,True,True,54,-85.6,8.072
456,RAW_LLM,True,True,True,83,-85.6,5.342
457,MTP_DSL,True,True,True,54,-90.0,5.282
457,RAW_LLM,False,False,False,39,-101.6,2.957
458,MTP_DSL,True,True,True,54,-57.5,5.756
458,RAW_LLM,True,True,True,35,-57.5,4.184
459,MTP_DSL,True,True,True,54,-8.7,7.522
459,RAW_LLM,True,True,True,84,-8.7,4.691
460,MTP_DSL,True,True,True,53,67.5,8.759
460,RAW_LLM,True,True,True,84,67.5,5.456
461,MTP_DSL,True,True,True,54,90.0,5.333
461,RAW_LLM,False,False,False,37,133.7,3.272
462,MTP_DSL,True,True,True,54,59.3,5.775
462,RAW_LLM,True,True,True,36,59.3,3.317
463,MTP_DSL,True,True,True,55,-90.0,5.58
463,RAW_LLM,False,False,False,38,-143.8,3.26
464,MTP_DSL,True,True,True,53,-4.6,6.03
464,RAW_LLM,True,True,True,36,-4.6,4.247
465,MTP_DSL,True,True,True,54,-31.1,5.067
465,RAW_LLM,True,True,True,38,-31.1,2.977
466,MTP_DSL,True,True,True,53,90.0,5.92
466,RAW_LLM,False,False,False,35,342.0,3.704
467,MTP_DSL,True,True,True,55,-90.0,5.561
467,RAW_LLM,False,False,False,38,-325.3,3.269
468,MTP_DSL,True,True,True,53,90.0,6.596
468,RAW_LLM,False,False,False,35,181.0,4.106
469,MTP_DSL,True,True,True,53,34.7,5.886
469,RAW_LLM,True,True,True,36,34.7,3.936
470,MTP_DSL,True,True,True,54,-83.7,6.076
470,RAW_LLM,True,True,True,37,-83.7,4.343
471,MTP_DSL,True,True,True,53,63.5,8.461
471,RAW_LLM,True,True,True,82,63.5,5.148
472,MTP_DSL,True,True,True,53,-3.3,8.615
472,RAW_LLM,True,True,True,82,-3.3,5.194
473,MTP_DSL,True,True,True,55,-57.5,5.416
473,RAW_LLM,True,True,True,37,-57.5,3.512
474,MTP_DSL,True,True,True,53,63.1,8.985
474,RAW_LLM,True,True,True,84,63.1,5.6
475,MTP_DSL,True,True,True,53,90.0,5.315
475,RAW_LLM,False,False,False,38,338.3,3.124
476,MTP_DSL,True,True,True,55,-18.5,5.314
476,RAW_LLM,True,True,True,37,-18.5,3.323
477,MTP_DSL,True,True,True,55,-31.0,8.214
477,RAW_LLM,True,True,True,85,-31.0,5.034
478,MTP_DSL,True,True,True,55,-65.1,6.366
478,RAW_LLM,True,True,True,37,-65.1,3.308
479,MTP_DSL,True,True,True,53,27.2,5.15
479,RAW_LLM,True,True,True,37,27.2,3.192
480,MTP_DSL,True,True,True,54,-90.0,5.824
480,RAW_LLM,False,False,False,36,-242.3,3.563
481,MTP_DSL,True,True,True,53,15.5,9.204
481,RAW_LLM,True,True,True,84,15.5,5.655
482,MTP_DSL,True,True,True,54,-58.9,5.042
482,RAW_LLM,True,True,True,38,-58.9,2.994
483,MTP_DSL,True,True,True,54,-90.0,5.39
483,RAW_LLM,False,False,False,39,-323.9,3.172
484,MTP_DSL,True,True,True,54,-40.3,5.015
484,RAW_LLM,True,True,True,38,-40.3,2.96
485,MTP_DSL,True,True,True,54,81.5,5.213
485,RAW_LLM,True,True,True,36,81.5,3.49
486,MTP_DSL,True,True,True,54,90.0,5.481
486,RAW_LLM,False,False,False,37,173.2,3.299
487,MTP_DSL,True,True,True,55,-90.0,5.543
487,RAW_LLM,False,False,False,38,-107.5,3.405
488,MTP_DSL,True,True,True,53,56.2,6.223
488,RAW_LLM,True,True,True,36,56.2,3.927
489,MTP_DSL,True,True,True,53,90.0,5.57
489,RAW_LLM,False,False,False,35,164.3,3.544
490,MTP_DSL,True,True,True,55,-85.5,5.719
490,RAW_LLM,True,True,True,37,-85.5,3.311
491,MTP_DSL,True,True,True,54,-48.4,6.035
491,RAW_LLM,True,True,True,37,-48.4,3.924
492,MTP_DSL,True,True,True,55,-90.0,5.938
492,RAW_LLM,False,False,False,38,-161.8,3.288
493,MTP_DSL,True,True,True,54,-90.0,5.211
493,RAW_LLM,False,False,False,39,-171.8,2.927
494,MTP_DSL,True,True,True,53,90.0,5.97
494,RAW_LLM,False,False,False,36,96.1,4.098
495,MTP_DSL,True,True,True,54,49.4,5.196
495,RAW_LLM,True,True,True,36,49.4,3.304
496,MTP_DSL,True,True,True,53,42.7,5.462
496,RAW_LLM,True,True,True,34,42.7,3.983
497,MTP_DSL,True,True,True,54,-56.2,7.63
497,RAW_LLM,True,True,True,86,-56.2,4.327
498,MTP_DSL,True,True,True,53,-3.7,6.031
498,RAW_LLM,True,True,True,36,-3.7,4.085
499,MTP_DSL,True,True,True,54,-20.8,8.471
499,RAW_LLM,True,True,True,83,-20.8,5.295
500,MTP_DSL,True,True,True,53,89.5,6.215
500,RAW_LLM,True,True,True,36,89.5,3.917
501,MTP_DSL,True,True,True,55,-33.9,5.375
501,RAW_LLM,True,True,True,37,-33.9,3.363
502,MTP_DSL,True,True,True,53,90.0,5.391
502,RAW_LLM,False,False,False,38,309.4,2.933
503,MTP_DSL,True,True,True,53,0.0,4.353
503,RAW_LLM,True,True,True,27,0.0,2.877
504,MTP_DSL,True,True,True,53,90.0,5.763
504,RAW_LLM,False,False,False,35,193.4,3.69
505,MTP_DSL,True,True,True,55,-35.7,5.406
505,RAW_LLM,True,True,True,37,-35.7,3.289
506,MTP_DSL,True,True,True,54,-24.4,5.622
506,RAW_LLM,True,True,True,35,-24.4,3.738
507,MTP_DSL,True,True,True,53,90.0,5.827
507,RAW_LLM,False,False,False,35,248.3,3.524
508,MTP_DSL,True,True,True,54,-29.9,7.601
508,RAW_LLM,True,True,True,86,-29.9,4.655
509,MTP_DSL,True,True,False,53,70.4,6.841
509,RAW_LLM,True,True,True,58,29.2,4.127
510,MTP_DSL,True,True,True,53,-3.6,5.652
510,RAW_LLM,True,True,True,34,-3.6,3.74
511,MTP_DSL,True,True,True,53,18.7,5.881
511,RAW_LLM,True,True,True,36,18.7,3.902
512,MTP_DSL,True,True,True,53,16.0,4.827
512,RAW_LLM,True,True,True,37,16.0,3.127
513,MTP_DSL,True,True,True,54,-39.0,5.702
513,RAW_LLM,True,True,True,35,-39.0,3.556
514,MTP_DSL,True,True,True,54,-22.2,5.62
514,RAW_LLM,True,True,True,35,-22.2,3.734
515,MTP_DSL,True,True,True,53,46.0,8.872
515,RAW_LLM,True,True,True,84,46.0,5.679
516,MTP_DSL,True,True,True,54,-90.0,5.413
516,RAW_LLM,False,False,False,39,-126.6,3.061
517,MTP_DSL,True,True,True,54,-90.0,5.86
517,RAW_LLM,False,False,False,36,-244.1,3.559
518,MTP_DSL,True,True,True,53,-1.1,5.423
518,RAW_LLM,True,True,True,34,-1.1,3.93
519,MTP_DSL,True,True,True,55,-90.0,5.572
519,RAW_LLM,False,False,False,38,-358.5,3.265
520,MTP_DSL,True,True,True,52,0.0,4.028
